Date,Open,High,Low,Close,Volume
2024-08-23,9901.625,9949.57475786925,9877.650121065375,9901.625,46651600
2024-08-26,9853.67524213075,9949.57475786925,9829.700363196125,9901.625,35145600
2024-08-27,9853.67463235294,9877.649509803921,9757.77512254902,9781.75,60448400
2024-08-28,9877.648880963165,9925.5986328125,9829.699129113827,9925.5986328125,38489900
2024-08-29,10069.449256952934,10069.449256952934,9805.7255859375,9805.7255859375,53004700
2024-08-30,9901.625,9901.625,9781.750605326875,9901.625,158403700
2024-09-02,9949.574316168644,9949.574316168644,9781.750171076643,9853.6748046875,72008600
2024-09-03,9901.624659282863,9901.624659282863,9733.800512515356,9757.775390625,50950200
2024-09-04,9733.80015075091,9877.6494140625,9709.825273532311,9877.6494140625,44817000
2024-09-05,9925.598723323172,9925.598723323172,9829.69921875,9829.69921875,39332900
2024-09-06,9805.724782406705,9877.6494140625,9805.724782406705,9877.6494140625,31541800
2024-09-09,9877.649682557785,9925.599438298357,9781.750171076643,9853.6748046875,36185100
2024-09-10,9925.5986328125,9925.5986328125,9853.674005038496,9925.5986328125,55093100
2024-09-11,9997.5234375,9997.5234375,9925.598808453236,9997.5234375,64621300
2024-09-12,10021.49875540722,10069.44851021778,9949.574123191378,10045.4736328125,70759100
2024-09-13,9973.54856115108,9997.5234375,9901.623932104316,9997.5234375,70057100
2024-09-17,10021.499460565476,10069.44921875,9925.599944196429,10069.44921875,89745000
2024-09-18,10069.448851102941,10189.3232421875,10021.499094669118,10189.3232421875,65420200
2024-09-19,10261.247849770642,10453.046875,10213.298093463301,10453.046875,140886600
2024-09-20,10453.046258700697,10453.046258700697,10333.171875,10333.171875,142194600
2024-09-23,10285.223157908818,10500.9970703125,10285.223157908818,10500.9970703125,72553800
2024-09-24,10333.17160825376,10500.99574110243,10333.17160825376,10357.146484375,105191100
2024-09-25,10237.273500504032,10405.09765625,10093.424224150345,10405.09765625,158369100
2024-09-26,10429.072197174357,10429.072197174357,10237.273168260806,10261.248046875,84960100
2024-09-27,10069.448586047534,10309.19736190581,9973.549075704224,10213.2978515625,93027400
2024-09-30,10045.474273607748,10117.398910411623,9901.625,9901.625,144692100
2024-10-01,9973.549170616114,10117.3984375,9949.574292802134,10117.3984375,59797700
2024-10-02,9901.625065104166,10117.398976934524,9901.625065104166,10069.44921875,86746200
2024-10-03,10021.4990234375,10093.423657577005,9973.549267344499,10021.4990234375,60887000
2024-10-04,9973.549000596659,10045.4736328125,9925.599245786098,10045.4736328125,58500400
2024-10-07,9925.599168499697,9949.574045718295,9829.699659625303,9877.6494140625,91867900
2024-10-08,9781.74981219952,10069.44833608774,9733.800058218148,9973.548828125,99622900
2024-10-09,9973.54856115108,10093.422942895682,9973.54856115108,9997.5234375,56835200
2024-10-10,9997.524581473215,10069.44921875,9973.549702380953,10069.44921875,51080000
2024-10-11,10141.373239834338,10141.373239834338,9949.57421875,9949.57421875,44632100
2024-10-14,9949.57482328869,10069.44921875,9949.57482328869,10069.44921875,31738600
2024-10-15,10117.398607536765,10189.3232421875,10021.499094669118,10189.3232421875,66635200
2024-10-16,10261.247529460023,10285.222406865303,10045.4736328125,10045.4736328125,63255900
2024-10-17,10117.398510343823,10357.14729020979,10069.44875437063,10285.22265625,66993300
2024-10-18,10429.070664516716,10429.070664516716,10285.221413971656,10309.1962890625,56299600
2024-10-21,10405.097592213115,10405.097592213115,10237.2734375,10237.2734375,36472500
2024-10-22,10045.474339657738,10165.348735119047,10045.474339657738,10069.44921875,94799500
2024-10-23,10045.473708461708,10213.2978515625,10045.473708461708,10213.2978515625,48903000
2024-10-24,10285.222925489194,10405.097318560163,10261.248046875,10261.248046875,85341200
2024-10-25,10213.296788699128,10309.1962890625,10189.321913608284,10309.1962890625,34847500
2024-10-28,10381.121545179834,10381.121545179834,10165.34765625,10165.34765625,39061500
2024-10-29,10093.424097842262,10141.373856026787,10069.44921875,10069.44921875,49680100
2024-10-30,9853.674005038496,9973.548384661835,9853.674005038496,9925.5986328125,114484100
2024-10-31,9901.623847179879,10045.473104039635,9829.69921875,9829.69921875,97553400
2024-11-01,9853.674179406475,9997.5234375,9853.674179406475,9997.5234375,47710000
2024-11-04,9997.523974021084,10069.448606927712,9877.649585843374,9949.57421875,49275700
2024-11-05,9877.650186011904,10141.373856026787,9877.650186011904,10069.44921875,50296500
2024-11-06,10045.473901484002,10069.448779530503,9949.574389297997,10021.4990234375,50324900
2024-11-07,9901.624659282863,10021.499049831082,9757.775390625,9757.775390625,131579100
2024-11-08,9781.750368331266,9805.725246685019,9637.901098208747,9661.8759765625,92166100
2024-11-11,9398.152576958955,9637.9013671875,9398.152576958955,9637.9013671875,128707600
2024-11-12,9685.850051955049,9805.724433786176,9589.950546490149,9733.7998046875,80378500
2024-11-13,9805.724433786176,9829.699310152402,9733.7998046875,9733.7998046875,62933100
2024-11-14,9709.825463625464,9757.775219001393,9637.900830561572,9685.8505859375,56381400
2024-11-15,9637.901000076781,9853.674903063575,9637.901000076781,9757.775390625,63598200
2024-11-18,9661.875805664062,9709.825561523438,9589.951171875,9589.951171875,65716200
2024-11-19,9494.051489688287,9613.92587718435,9494.051489688287,9518.0263671875,85295300
2024-11-20,9613.926219854993,9733.80061162376,9589.95134150124,9661.8759765625,58584400
2024-11-21,9637.781567258882,9637.781567258882,9493.21484375,9493.21484375,93181200
2024-11-22,9565.498205504442,9589.59265942259,9493.21484375,9493.21484375,58396100
2024-11-25,9589.59230555129,9830.536835841523,9541.403399493243,9806.4423828125,165369400
2024-11-26,9878.725781250001,9878.725781250001,9637.78125,9637.78125,62310100
2024-11-28,9613.686796875001,9710.064609375,9565.497890625,9637.78125,57443500
2024-11-29,9637.78125,9734.1590625,9589.59234375,9637.78125,76886000
2024-12-02,9637.781450320514,9685.970357572116,9396.8369140625,9396.8369140625,87879600
2024-12-03,9661.87593347886,9854.631563074448,9541.403664981617,9830.537109375,126087100
2024-12-04,9806.442655675552,9878.726016773897,9685.970387178308,9830.537109375,97876300
2024-12-05,9878.7255859375,9975.103396532011,9854.63113328887,9878.7255859375,96904400
2024-12-06,9734.159884848015,9806.44325032956,9685.970974526985,9710.0654296875,68247200
2024-12-09,9661.8756274532,9975.103515625,9637.78117451691,9975.103515625,64458400
2024-12-10,9951.009062688709,9975.103515625,9902.820156816124,9975.103515625,61230400
2024-12-11,9854.631098246402,10047.38671875,9854.631098246402,10047.38671875,37934300
2024-12-12,9926.914647957616,9999.198007044686,9806.4423828125,9806.4423828125,44780100
2024-12-13,9758.254066581156,9854.6318845227,9661.876248639614,9685.970703125,75126400
2024-12-16,9637.781366027228,9758.25363310257,9637.781366027228,9734.1591796875,57746100
2024-12-17,9589.593207465277,9685.971028645834,9541.404296875,9541.404296875,99845900
2024-12-18,9541.403200733419,9661.875463368942,9445.025390625,9445.025390625,84868500
2024-12-19,9348.64816497093,9420.931527071221,9204.08144077035,9324.5537109375,104254100
2024-12-20,9300.458984375,9396.836797684586,9276.364531047604,9300.458984375,91576900
2024-12-23,9348.64730858376,9493.214019541241,9348.64730858376,9420.9306640625,43292100
2024-12-24,9493.214728565705,9541.403635817307,9396.8369140625,9396.8369140625,32415700
2024-12-27,9445.025390625,9469.119843152104,9372.742033043687,9445.025390625,24016700
2024-12-30,9445.02598110465,9469.120435138082,9324.5537109375,9324.5537109375,56350100
2025-01-02,9300.459743923611,9541.404296875,9300.459743923611,9541.404296875,38124800
2025-01-03,9493.21484375,9565.498205504442,9469.120389831853,9493.21484375,41916000
2025-01-06,9493.214889171511,9517.30934320494,9300.459256904069,9324.5537109375,41593900
2025-01-07,9324.55304195374,9372.74194656332,9179.986328125,9179.986328125,71318600
2025-01-08,9324.5537109375,9420.931527071221,9228.175894803779,9324.5537109375,55943100
2025-01-09,9396.83702807741,9517.309297668147,9372.742574159263,9493.21484375,42733800
2025-01-10,9445.025546272494,9565.497810893316,9372.7421875,9372.7421875,72531300
2025-01-13,9276.36480287064,9372.74261900436,9276.36480287064,9324.5537109375,88270100
2025-01-14,9252.26968503937,9372.74194656332,9179.986328125,9179.986328125,70942600
2025-01-15,9228.17531788106,9445.025390625,9204.080865353955,9445.025390625,77098000
2025-01-16,9493.214728565705,9565.498089443108,9396.8369140625,9396.8369140625,76979000
2025-01-17,9396.837565104166,9541.404296875,9300.459743923611,9541.404296875,71033100
2025-01-20,9493.214331371753,9517.308783989449,9276.3642578125,9276.3642578125,112111200
2025-01-21,9252.270234986945,9324.55359619778,9204.081327513055,9228.17578125,124547900
2025-01-22,9300.459416707356,9324.553871154785,9228.17605336507,9252.2705078125,90154800
2025-01-23,9252.2705078125,9396.83723449707,9252.2705078125,9252.2705078125,120515400
2025-01-24,9276.36417164522,9300.458624039104,9011.3251953125,9011.3251953125,152057000
2025-01-30,8818.5693359375,8939.04159462517,8818.5693359375,8818.5693359375,154645800
2025-01-31,8914.948459201389,9155.893012152777,8890.85400390625,9107.7041015625,112982800
2025-02-03,9059.514100100267,9059.514100100267,8890.852933343082,9011.3251953125,90439900
2025-02-04,9011.325229904633,9059.514134877385,8842.6640625,8842.6640625,94607700
2025-02-05,8770.381132277398,8842.664493257706,8770.381132277398,8794.4755859375,98229900
2025-02-06,8746.286722023393,8770.381175803073,8529.436638006286,8625.814453125,171477800
2025-02-07,8625.813957010361,9011.3251953125,8505.341695040943,9011.3251953125,131162200
2025-02-10,8698.09707724983,8914.947142887637,8698.09707724983,8818.5693359375,76209100
2025-02-11,8698.098199681473,8770.381564221763,8674.00374483471,8746.287109375,71188300
2025-02-12,8625.813722037226,8818.5693359375,8625.813722037226,8818.5693359375,121172600
2025-02-13,8770.380740017361,8818.569645182291,8674.0029296875,8674.0029296875,90439700
2025-02-14,8674.00363422702,8746.286997845578,8625.81472514798,8649.9091796875,116274500
2025-02-17,8649.90814552614,8987.23046875,8649.90814552614,8987.23046875,89096400
2025-02-18,8987.231172295027,9228.175707745295,8914.947811659946,8963.13671875,107318300
2025-02-19,8890.853444701466,8914.947898481145,8625.814453125,8625.814453125,154438200
2025-02-20,8649.908477105035,8698.097382269965,8625.81402452257,8674.0029296875,119260800
2025-02-21,8625.81402452257,8674.0029296875,8601.719571940104,8674.0029296875,106054700
2025-02-24,8601.7197265625,8649.908632593662,8553.530820531338,8601.7197265625,108530300
2025-02-25,8577.626139783995,8674.00396157932,8505.3427734375,8505.3427734375,101592700
2025-02-26,8481.247774216525,8577.62558983262,8408.96441250445,8457.1533203125,117843500
2025-02-27,8481.24697580645,8481.24697580645,8192.113556176686,8216.2080078125,199991600
2025-02-28,8216.208871360348,8360.775596369622,8119.8310546875,8119.8310546875,293095000
2025-03-03,8288.492409446022,8577.625865589489,8240.30350008878,8481.248046875,192944300
2025-03-04,8577.625430349577,8601.719883805616,8360.775349245234,8529.4365234375,125418500
2025-03-05,8505.341761610243,8842.664097764757,8505.341761610243,8674.0029296875,155207900
2025-03-06,8866.759270543176,8866.759270543176,8649.9091796875,8649.9091796875,96270100
2025-03-07,8674.003085609243,8674.003085609243,8601.7197265625,8601.7197265625,82295300
2025-03-10,8433.058555453432,8649.908632593662,8408.96410243785,8601.7197265625,97652100
2025-03-11,8625.814179578081,8722.191991640406,8553.530820531338,8601.7197265625,109295600
2025-03-12,8698.097771297089,8794.4755859375,8649.908863976883,8794.4755859375,87968900
2025-03-13,8818.570361464137,8842.664816003657,8649.9091796875,8649.9091796875,83030700
2025-03-14,8481.2475,8601.719765625001,8433.05859375,8433.05859375,111397800
2025-03-17,8433.058911700582,8457.153365734011,8240.30327943314,8288.4921875,151365700
2025-03-18,8192.114022496235,8240.302928510919,7782.508321371423,7999.3583984375,417305700
2025-03-19,7999.3581843562315,8095.735993806306,7927.074827268675,8023.45263671875,214108200
2025-03-20,8143.925451842351,8168.019905841885,8047.5476358442165,8071.64208984375,152917300
2025-03-21,8220.656441604035,8220.656441604035,7848.119140625,7848.119140625,377916400
2025-03-24,7773.611911605739,8046.805940448114,7574.925345174922,7897.791015625,331836800
2025-03-25,8021.970098080842,8096.477560292119,7947.462635869565,7997.13427734375,136341700
2025-03-26,8245.49226768695,8593.193748854472,8220.656447603555,8469.0146484375,283104600
2025-03-27,8369.671251723346,8518.686170151654,8319.999612247242,8444.1787109375,122943900
2025-04-08,7351.402645196946,7947.462319131832,7227.22354646051,7723.93994140625,533073600
2025-04-09,7649.43269420347,7897.7908985607255,7624.596873767745,7872.955078125,136753900
2025-04-10,8444.17888606573,8593.193807584537,8121.313222774981,8170.98486328125,144148600
2025-04-11,8146.148791540785,8270.32788897281,7997.133874622356,8220.65625,82603000
2025-04-14,8195.821010044643,8344.8359375,8195.821010044643,8344.8359375,83319300
2025-04-15,8518.6865234375,8543.52234420554,8394.507419597303,8518.6865234375,83431800
2025-04-16,8444.178592828172,8493.850231609513,8369.671134656157,8419.3427734375,76874900
2025-04-17,8394.507071461398,8444.1787109375,8295.16379250919,8444.1787109375,83540600
2025-04-21,8444.17874623494,8444.17874623494,8245.4921875,8245.4921875,40683800
2025-04-22,8270.32797277114,8444.1787109375,8270.32797277114,8444.1787109375,56537100
2025-04-23,8493.850432037965,8667.701171875,8493.850432037965,8667.701171875,92329600
2025-04-24,8791.880064297566,8791.880064297566,8419.3427734375,8419.3427734375,143675300
2025-04-25,8593.194103152253,8593.194103152253,8518.686639830124,8543.5224609375,58297000
2025-04-28,8692.537226228633,8717.373046875,8593.193943643162,8717.373046875,73235400
2025-04-29,8742.208631805157,8767.044451781876,8642.865351898281,8667.701171875,60315700
2025-04-30,8742.209100566572,8866.38820710871,8618.029994024433,8767.044921875,164597500
2025-05-02,8940.89539084262,8940.89539084262,8791.88046766191,8916.0595703125,92219000
2025-05-05,8940.89539084262,8990.567031902856,8916.0595703125,8916.0595703125,86385600
2025-05-06,8990.56726649065,8990.56726649065,8916.059802956197,8965.7314453125,48860500
2025-05-07,9015.4033203125,9040.239142131542,8940.895854855373,9015.4033203125,77382000
2025-05-08,9015.402852432973,9139.581955083566,8866.387929252263,8916.0595703125,99614500
2025-05-09,8990.567149522569,8990.567149522569,8916.059686957466,8940.8955078125,47167500
2025-05-14,9189.254022068733,9238.925665431267,9089.910735343665,9214.08984375,149002900
2025-05-15,9214.08984375,9338.268952156333,9189.254022068733,9214.08984375,101401300
2025-05-16,9238.9248046875,9263.76062405494,9164.417346585182,9238.9248046875,63007500
2025-05-19,9214.088954564144,9437.611328125,9189.253135279605,9437.611328125,111597200
2025-05-20,9437.612188736808,9611.46293958196,9412.7763671875,9412.7763671875,160614800
2025-05-21,9636.298828125,9661.134649846972,9487.28389779317,9636.298828125,169739200
2025-05-22,9735.641879857512,9735.641879857512,9586.626953125,9586.626953125,103113000
2025-05-23,9611.462890625,9636.298712047803,9561.791247779393,9611.462890625,48521800
2025-05-26,9536.955194805196,9586.626836444806,9437.611911525975,9561.791015625,56625300
2025-05-27,9487.283714657739,9536.955357142857,9387.9404296875,9387.9404296875,93212000
2025-05-28,9387.940195935838,9487.283478432513,9338.2685546875,9338.2685546875,236950800
2025-06-02,8965.730822888048,9114.74573961195,8965.730822888048,9040.23828125,264428700
2025-06-03,8990.5673828125,9065.074847310947,8891.224096814572,8990.5673828125,128318100
2025-06-04,9040.238672963093,9065.07449349321,8891.223749782383,8916.0595703125,93357200
2025-06-05,8940.895154936974,8990.566794686625,8841.551875437675,8866.3876953125,95529000
2025-06-10,8916.059183980082,9040.23828125,8891.223364526099,9040.23828125,80406400
2025-06-11,9040.239025811465,9065.074847310947,8990.5673828125,8990.5673828125,56632600
2025-06-12,8940.895119863015,9065.07421875,8940.895119863015,9065.07421875,41337300
2025-06-13,9040.238908846952,9065.074730025104,8916.059802956197,8965.7314453125,83318000
2025-06-16,8866.3876953125,8940.895154936974,8841.551875437675,8866.3876953125,57825000
2025-06-17,8916.060033036329,9040.239142131542,8916.060033036329,9015.4033203125,54927900
2025-06-18,8891.223396901334,8965.730855534586,8841.5517578125,8841.5517578125,86270200
2025-06-19,8841.552150106838,8866.387970753205,8692.537226228633,8717.373046875,78879500
2025-06-20,8642.865234375,8816.715971848062,8568.357775457975,8642.865234375,445915100
2025-06-23,8518.686755548008,8642.86586277174,8444.179291213768,8568.3583984375,87324500
2025-06-24,8667.701405582266,8791.880508814102,8642.865584935897,8717.373046875,110158900
2025-06-25,8667.701566474383,8717.373208689136,8419.343355400619,8543.5224609375,117561000
2025-06-26,8469.015227036669,8593.1943359375,8469.015227036669,8593.1943359375,117281700
2025-06-30,8518.686019677594,8767.04421267111,8493.850200378243,8618.029296875,185441800
2025-07-01,8692.536873653018,8717.372693292025,8543.521955818966,8642.865234375,82364500
2025-07-02,8518.686019677594,8618.029296875,8518.686019677594,8618.029296875,68545100
2025-07-03,8642.865745367006,8692.537387581759,8543.5224609375,8543.5224609375,50370800
2025-07-04,8593.1943359375,8642.865979497832,8493.851048816836,8593.1943359375,43593300
2025-07-07,8568.3583984375,8593.194219882245,8493.85093410326,8568.3583984375,49936900
2025-07-08,8493.850350413602,8543.521989889707,8369.671251723346,8444.1787109375,215611000
2025-07-09,8444.1787109375,8493.850350413602,8394.507071461398,8444.1787109375,94459300
2025-07-10,8469.014997615372,8593.194103152253,8444.179176507994,8543.5224609375,111769400
2025-07-11,8518.686755548008,8618.030041326992,8518.686755548008,8568.3583984375,135986500
2025-07-14,8593.193748854472,8618.029568937867,8394.507188187317,8469.0146484375,125196000
2025-07-15,8543.522226790936,8543.522226790936,8419.343124657347,8493.8505859375,77219300
2025-07-16,8493.850468520894,8543.522108687683,8444.178828354105,8469.0146484375,97475300
2025-07-17,8444.178828354105,8493.850468520894,8444.178828354105,8469.0146484375,86016400
2025-07-18,8493.850982937685,8518.686804525221,8369.671875,8369.671875,80432200
2025-07-21,8394.5078125,8444.179456360947,8320.00034670858,8394.5078125,95383500
2025-07-22,8394.50757998512,8419.34340122768,8344.8359375,8344.8359375,77981700
2025-07-23,8394.507696587536,8444.179339762612,8344.836053412462,8369.671875,70969500
2025-07-24,8419.342891199449,8493.850350413602,8394.507071461398,8444.1787109375,138256800
2025-07-25,8444.179456360947,8469.015278291421,8394.5078125,8394.5078125,58682800
2025-07-28,8568.357809627758,8568.357809627758,8419.342891199449,8444.1787109375,99484300
2025-07-29,8444.179222470239,8444.179222470239,8320.00011625744,8344.8359375,104240300
2025-07-30,8419.34328358209,8419.34328358209,8270.328358208955,8320.0,98098100
2025-07-31,8295.163708459215,8319.99952794562,8195.820430513595,8220.65625,206006300
2025-08-01,8344.835466867471,8369.671286709337,8245.4921875,8245.4921875,86196100
2025-08-04,8270.32788897281,8295.163708459215,8220.65625,8220.65625,49054500
2025-08-05,8295.164410237388,8394.507696587536,8270.32858864985,8369.671875,69475900
2025-08-06,8369.671286709337,8369.671286709337,8245.4921875,8245.4921875,56325400
2025-08-07,8270.328007341868,8295.163827183735,8245.4921875,8245.4921875,43621300
2025-08-08,8270.328007341868,8344.835466867471,8245.4921875,8245.4921875,68378700
2025-08-11,8444.178945084064,8493.8505859375,8369.671483803912,8493.8505859375,128561300
2025-08-12,8568.358464645127,8816.716681011652,8518.686821371823,8791.880859375,171015700
2025-08-13,8916.05933506215,8916.05933506215,8667.7011363139,8866.3876953125,129083900
2025-08-14,8866.387970753205,8891.223791399572,8692.537226228633,8717.373046875,122930900
2025-08-15,8767.044332570043,8791.880152209053,8642.865234375,8642.865234375,68754200
2025-08-19,8543.521989889707,8543.521989889707,8394.507071461398,8444.1787109375,128591700
2025-08-20,8319.999727937133,8543.522108687683,8295.16390785374,8469.0146484375,202260200
2025-08-21,8493.8505859375,8518.686406364217,8444.178945084064,8493.8505859375,69470200
2025-08-22,8518.686922152367,8518.686922152367,8394.5078125,8394.5078125,66394100
2025-08-25,8469.014412218841,8493.850231609513,8419.3427734375,8419.3427734375,64052700
2025-08-26,8394.506865530302,8419.34268465909,8195.8203125,8195.8203125,326794200
2025-08-27,8195.820547816265,8295.163827183735,8146.148908132531,8245.4921875,111915700
2025-08-28,8295.163945195196,8319.99976539039,8220.65648460961,8270.328125,81281400
2025-08-29,8195.820962533862,8220.656783632448,8021.97021484375,8021.97021484375,236499300
2025-09-01,7599.760922241211,7997.134042358399,7550.089282226562,7947.46240234375,421127500
2025-09-02,7947.46240234375,8121.31314239502,7947.46240234375,7947.46240234375,155531500
2025-09-03,7848.119489615988,7947.46277429467,7848.119489615988,7922.626953125,212372700
2025-09-04,7922.626582336426,7947.46240234375,7872.954942321778,7947.46240234375,103534800
2025-09-08,7972.298279601258,7972.298279601258,7649.4326171875,7649.4326171875,321191900
2025-09-09,7574.925314057309,7674.268596864618,7425.910389846345,7475.58203125,595368700
2025-09-10,7500.417677659255,7748.77587890625,7500.417677659255,7748.77587890625,246849600
2025-09-11,7848.119395650875,7922.626858267814,7798.44775390625,7798.44775390625,235173400
2025-09-12,7922.626718996451,7922.626718996451,7798.4476168178235,7872.955078125,156084700
2025-09-15,7947.462519470405,8046.805800963785,7922.62669909706,7972.29833984375,142567700
2025-09-16,7997.134180303628,8021.970000739354,7848.1192576892745,7872.955078125,129312900
2025-09-17,7798.44775390625,7848.119395650875,7748.776112161624,7798.44775390625,183725900
2025-09-18,7798.447538301542,7848.11917867289,7599.760976816153,7649.4326171875,275378700
2025-09-19,7599.760958158054,7773.61169903095,7599.760958158054,7748.77587890625,149025300
2025-09-22,7748.776016383495,7773.611836948827,7674.2685546875,7674.2685546875,92588800
2025-09-23,7699.104585193452,7848.11951264881,7699.104585193452,7823.28369140625,102606200
2025-09-24,7897.790679637259,7897.790679637259,7674.268301911676,7723.93994140625,150428400
2025-09-25,7674.268437373174,7723.940077744521,7649.4326171875,7649.4326171875,147986600
2025-09-26,7525.253651703381,7649.432754866803,7525.253651703381,7574.92529296875,121657700
2025-09-29,7699.104121658963,7748.775761153537,7649.432482164389,7723.93994140625,116454700
2025-09-30,7649.432754866803,7723.940216764857,7574.92529296875,7574.92529296875,170666700
2025-10-01,7550.0893750000005,7624.5968359375,7450.74609375,7450.74609375,202433400
2025-10-02,7450.74609375,7550.0893750000005,7450.74609375,7450.74609375,126952400
2025-10-03,7475.58203125,7500.417851951827,7450.746210548173,7475.58203125,76787500
2025-10-06,7450.74609375,7500.417734375001,7401.074453125,7450.74609375,104032400
2025-10-07,7500.417598107467,7550.089237830033,7450.745958384901,7525.25341796875,74282600
2025-10-08,7450.745994438559,7475.581814420021,7326.56689453125,7326.56689453125,168080800
2025-10-09,7326.567221129967,7649.432895281458,7252.059757864238,7500.41796875,293567400
2025-10-10,7401.0744727882175,7401.0744727882175,7301.731191274282,7351.40283203125,107426000
2025-10-13,7252.059686966724,7326.567149504053,7252.059686966724,7276.8955078125,101847900
2025-10-14,7227.2240049164875,7301.731468884698,7202.38818359375,7202.38818359375,151862300
2025-10-15,7202.38818359375,7301.731468884698,7177.552362271013,7202.38818359375,133206400
2025-10-16,7202.387929419949,7276.895390758776,7177.552108973673,7252.0595703125,120611200
2025-10-17,7252.05953125,7475.5819140625,7227.2237109375,7450.74609375,157334400
2025-10-20,7649.432942708334,7947.462797619048,7574.9254789806555,7823.28369140625,393421800
2025-10-21,8046.805482577433,8419.3427734375,8046.805482577433,8419.3427734375,529802600
2025-10-22,8642.865323694741,8642.865323694741,8146.14892578125,8146.14892578125,392957200
2025-10-23,8146.149024024025,8295.163945195196,8096.477383633634,8270.328125,187003900
2025-10-24,8245.492069486405,8319.99952794562,8220.65625,8220.65625,133355100
2025-10-27,8270.328241953594,8369.671524139221,8146.149139221557,8295.1640625,182275600
2025-10-28,8295.163708459215,8344.835347432025,8195.820430513595,8220.65625,180270000
2025-10-29,8245.492607648983,8543.5224609375,8220.656786541607,8543.5224609375,239156800
2025-10-30,8518.686288604289,8692.53702918805,8419.343008270711,8469.0146484375,259009800
2025-10-31,8493.850468520894,8593.193748854472,8469.0146484375,8469.0146484375,177088000
